player_id,player_name,team,team_elo,position_final,age_2026,height_cm,weight_kg,club_wc22,club_prestige_wc22,market_value_M_proxy,injury_status,injury_notes,tournaments_played,recent_matches,recent_starts,recent_minutes,recent_goals,recent_shots,recent_xg,recent_key_passes,recent_interceptions,recent_progressive_carries,recent_passes_completed,xg_p90,goals_p90,key_passes_p90,interceptions_p90,prog_carries_p90,pass_accuracy,dribble_success,last_seen
29531,Taulant Sulejmanov,Albania,1663.94,MID,,,,,,30.0,0,Available,1,2,0,164,0,1,0.0342,1,2,3,16,0.0188,0.0,0.5488,1.0976,1.6463,0.6154,,2024-06-19
49097,Mario Mitaj,Albania,1663.94,MID,,,,,,30.0,0,Available,1,3,0,284,0,1,0.0307,0,7,11,131,0.0097,0.0,0.0,2.2183,3.4859,0.8851,1.0,2024-06-24
3378,Iván Balliu Campeny,Albania,1663.94,MID,,,,,,30.0,0,Available,1,1,0,93,0,0,0.0,0,0,2,33,0.0,0.0,0.0,0.0,1.9355,0.7857,,2024-06-24
7789,Thomas Strakosha,Albania,1663.94,MID,,,,,,30.0,0,Available,1,3,0,284,0,0,0.0,0,0,14,60,0.0,0.0,0.0,0.0,4.4366,0.6742,,2024-06-24
8291,Arlind Afrim Ajeti,Albania,1663.94,MID,,,,,,30.0,0,Available,1,3,0,283,0,0,0.0,0,7,11,90,0.0,0.0,0.0,2.2261,3.4982,0.8411,1.0,2024-06-24
24438,Ylber Ramadani,Albania,1663.94,MID,,,,,,30.0,0,Available,1,3,0,271,0,0,0.0,1,3,18,97,0.0,0.0,0.3321,0.9963,5.9779,0.8981,1.0,2024-06-24
92611,Ernest Muçi,Albania,1663.94,MID,,,,,,30.0,0,Available,1,2,0,180,0,0,0.0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.875,,2024-06-24
103465,Baghdad Bounedjah,Algeria,1808.9,MID,,,,,,45.0,0,Available,1,3,0,265,3,9,1.8909,2,0,2,20,0.6422,1.0189,0.6792,0.0,0.6792,0.625,0.0,2024-01-23
32015,Hichem Boudaoui,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,1,0,61,0,3,0.1297,0,1,1,27,0.1914,0.0,0.0,1.4754,1.4754,0.9643,0.0,2024-01-23
141358,Mohamed El Amine Amoura,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,2,0,166,0,2,0.3005,3,0,10,25,0.1629,0.0,1.6265,0.0,5.4217,0.7143,0.1667,2024-01-23
6648,Aïssa Mandi,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,287,0,3,0.4665,0,0,41,201,0.1463,0.0,0.0,0.0,12.8571,0.9437,,2024-01-23
103464,Mohamed Youcef Belaïli,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,240,0,10,0.314,6,0,26,91,0.1178,0.0,2.25,0.0,9.75,0.7339,0.6667,2024-01-23
18724,Sofiane Feghouli,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,1,0,50,0,1,0.0446,0,0,1,7,0.0803,0.0,0.0,0.0,1.8,1.0,,2024-01-20
4308,Houssem Aouar,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,2,0,141,0,1,0.0822,0,0,10,23,0.0525,0.0,0.0,0.0,6.383,0.8214,1.0,2024-01-23
217047,Fares Chaïbi,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,2,0,195,0,3,0.1092,3,0,9,53,0.0504,0.0,1.3846,0.0,4.1538,0.7681,,2024-01-20
11515,Ismael Bennacer,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,1,0,79,0,1,0.0393,1,0,13,35,0.0448,0.0,1.1392,0.0,14.8101,0.814,,2024-01-15
8520,Nabil Bentaleb,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,251,0,1,0.1077,2,2,12,106,0.0386,0.0,0.7171,0.7171,4.3028,0.8689,,2024-01-23
3811,Islam Slimani,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,293,0,2,0.1062,1,0,1,7,0.0326,0.0,0.3072,0.0,0.3072,0.5833,,2024-01-23
286708,Kévin Daniel Van Den Kerkhof,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,2,0,197,0,2,0.0686,0,1,3,16,0.0313,0.0,0.0,0.4569,1.3706,0.7619,,2024-01-23
10040,Youcef Atal,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,257,0,3,0.0705,2,4,29,115,0.0247,0.0,0.7004,1.4008,10.1556,0.8712,0.5714,2024-01-23
12111,Rayan Aït Nouri,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,286,0,3,0.0697,2,2,34,176,0.0219,0.0,0.6294,0.6294,10.6993,0.8627,0.3,2024-01-23
3814,Riyad Mahrez,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,271,0,1,0.0454,5,2,12,63,0.0151,0.0,1.6605,0.6642,3.9852,0.7778,0.3333,2024-01-23
10448,Adam Ounas,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,252,0,2,0.0364,4,0,14,28,0.013,0.0,1.4286,0.0,5.0,0.5833,0.5556,2024-01-23
3191,Ramy Bensebaini,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,2,0,193,0,0,0.0,0,4,32,126,0.0,0.0,0.0,1.8653,14.9223,0.875,,2024-01-20
38345,Ramiz Larbi Zerrouki,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,292,0,0,0.0,1,7,33,132,0.0,0.0,0.3082,2.1575,10.1712,0.8627,1.0,2024-01-23
41381,Anthony Louis Mandréa,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,3,0,289,0,0,0.0,0,0,7,64,0.0,0.0,0.0,0.0,2.1799,0.8312,,2024-01-23
160943,Mohamed Amine Tougai,Algeria,1808.9,MID,,,,,,30.0,0,Available,1,1,0,98,0,0,0.0,0,0,13,85,0.0,0.0,0.0,0.0,11.9388,0.9239,,2024-01-23
5503,Lionel Andrés Messi Cuccittini,Argentina,2040.35,MID,,,,,,45.0,0,Available,1,5,0,465,1,14,2.8333,14,0,46,149,0.5484,0.1935,2.7097,0.0,8.9032,0.8187,0.6316,2024-07-15
29560,Julián Álvarez,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,442,3,10,2.3257,1,2,14,54,0.4736,0.6109,0.2036,0.4072,2.8507,0.8571,0.75,2024-07-15
11456,Lautaro Javier Martínez,Argentina,2040.35,MID,,,,,,45.0,0,Available,1,6,0,557,5,11,2.8885,0,2,9,31,0.4667,0.8079,0.0,0.3232,1.4542,0.7949,0.1429,2024-07-15
16308,Leandro Daniel Paredes,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,3,0,272,0,4,0.8384999999999999,1,2,18,127,0.2774,0.0,0.3309,0.6618,5.9559,0.9137,,2024-07-15
27886,Alexis Mac Allister,Argentina,2040.35,MID,27.0,,,Brighton,5.0,30.0,0,Available,1,5,0,482,1,7,1.4085,5,4,28,198,0.263,0.1867,0.9336,0.7469,5.2282,0.9083,0.6,2024-07-15
3090,Nicolás Hernán Otamendi,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,526,1,3,1.5071,0,1,17,94,0.2579,0.1711,0.0,0.1711,2.9087,0.94,,2024-07-15
52129,Alejandro Garnacho Ferreyra,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,1,0,64,0,2,0.1227,0,1,7,18,0.1725,0.0,0.0,1.4062,9.8438,0.8182,0.0,2024-06-30
28263,Gonzalo Ariel Montiel,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,6,0,537,1,1,0.7835,2,2,24,130,0.1313,0.1676,0.3352,0.3352,4.0223,0.8442,0.0,2024-07-15
20687,Nicolás Iván González,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,476,0,5,0.6618999999999999,4,4,17,65,0.1251,0.0,0.7563,0.7563,3.2143,0.7386,0.2,2024-07-15
3313,Giovani Lo Celso,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,458,0,3,0.6252,1,1,10,76,0.1229,0.0,0.1965,0.1965,1.9651,0.8352,0.5,2024-07-15
2995,Ángel Fabián Di María Hernández,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,430,0,6,0.5486,11,0,44,132,0.1148,0.0,2.3023,0.0,9.2093,0.7586,0.4444,2024-07-15
27768,Lisandro Martínez,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,464,1,5,0.5774,3,7,69,302,0.112,0.194,0.5819,1.3578,13.3836,0.9207,0.5,2024-07-15
38718,Enzo Fernandez,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,419,0,6,0.3897,6,3,17,189,0.0837,0.0,1.2888,0.6444,3.6516,0.871,1.0,2024-07-15
29201,Nahuel Molina Lucero,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,476,0,1,0.1471,2,4,15,151,0.0278,0.0,0.3782,0.7563,2.8361,0.7865,0.0,2024-07-15
7161,Germán Alejandro Pezzella,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,1,0,81,0,1,0.0223,0,1,4,59,0.0248,0.0,0.0,1.1111,4.4444,0.9219,,2024-06-30
5507,Nicolás Alejandro Tagliafico,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,6,0,547,0,3,0.1479,3,6,39,231,0.0243,0.0,0.4936,0.9872,6.4168,0.8717,0.4,2024-07-15
7797,Rodrigo Javier De Paul,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,485,0,4,0.1042,10,1,55,240,0.0193,0.0,1.8557,0.1856,10.2062,0.8333,0.3333,2024-07-15
20572,Cristian Gabriel Romero,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,5,0,495,0,1,0.0848,1,8,88,328,0.0154,0.0,0.1818,1.4545,16.0,0.9266,,2024-07-15
19597,Marcos Javier Acuña,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,2,0,182,0,1,0.024,0,0,9,50,0.0119,0.0,0.0,0.0,4.4505,0.7937,0.5,2024-06-26
6909,Damián Emiliano Martínez,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,6,0,616,0,0,0.0,2,0,39,180,0.0,0.0,0.2922,0.0,5.6981,0.8219,,2024-07-15
26404,Guido Rodríguez,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,1,0,91,0,0,0.0,0,0,1,16,0.0,0.0,0.0,0.0,0.989,0.9412,,2024-06-30
28268,Exequiel Alejandro Palacios,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,2,0,184,0,0,0.0,1,2,5,65,0.0,0.0,0.4891,0.9783,2.4457,0.9286,0.5,2024-07-10
28728,Lucas Martínez Quarta,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,1,0,92,0,0,0.0,0,0,1,5,0.0,0.0,0.0,0.0,0.9783,0.8333,1.0,2024-06-30
148397,Valentin Carboni,Argentina,2040.35,MID,,,,,,30.0,0,Available,1,1,0,92,0,0,0.0,0,0,1,4,0.0,0.0,0.0,0.0,0.9783,0.8,,2024-06-30
3325,Marko Arnautović,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,346,1,4,1.5738,1,0,8,39,0.4094,0.2601,0.2601,0.0,2.0809,0.6964,0.5,2024-07-02
24977,Christoph Baumgartner,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,368,1,8,1.5509,6,2,45,77,0.3793,0.2446,1.4674,0.4891,11.0054,0.713,0.5333,2024-07-02
8309,Michael Gregoritsch,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,338,1,4,0.8204,0,0,1,22,0.2184,0.2663,0.0,0.0,0.2663,0.6875,0.0,2024-07-02
8518,Marcel Sabitzer,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,380,1,11,0.6658,7,3,25,112,0.1577,0.2368,1.6579,0.7105,5.9211,0.6512,0.6,2024-07-02
11821,Stefan Posch,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,381,0,7,0.339,6,6,28,160,0.0801,0.0,1.4173,1.4173,6.6142,0.7619,0.25,2024-07-02
8931,Philipp Lienhart,Austria,1817.17,MID,,,,,,30.0,0,Available,1,3,0,217,0,2,0.1812,0,8,24,117,0.0752,0.0,0.0,3.318,9.9539,0.907,1.0,2024-07-02
8778,Gernot Trauner,Austria,1817.17,MID,,,,,,30.0,0,Available,1,2,0,154,1,1,0.1261,0,1,19,75,0.0737,0.5844,0.0,0.5844,11.1039,0.974,,2024-06-21
8506,Konrad Laimer,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,343,0,2,0.2693,2,2,23,111,0.0707,0.0,0.5248,0.5248,6.035,0.8672,0.6667,2024-07-02
11396,Florian Grillitsch,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,260,0,5,0.1964,2,4,30,140,0.068,0.0,0.6923,1.3846,10.3846,0.8589,,2024-07-02
33297,Patrick Wimmer,Austria,1817.17,MID,,,,,,30.0,0,Available,1,3,0,253,0,3,0.1408,1,1,12,34,0.0501,0.0,0.3557,0.3557,4.2688,0.7083,0.5,2024-06-25
8784,Romano Schmid,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,327,1,1,0.1798,4,0,9,55,0.0495,0.2752,1.1009,0.0,2.4771,0.7639,0.25,2024-07-02
11820,Kevin Danso,Austria,1817.17,MID,,,,,,30.0,0,Available,1,3,0,284,0,1,0.0374,0,2,52,149,0.0119,0.0,0.0,0.6338,16.4789,0.8817,,2024-07-02
39460,Nicolas Seiwald,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,379,0,1,0.0339,5,9,22,204,0.0081,0.0,1.1873,2.1372,5.2243,0.8755,0.0,2024-07-02
4813,Andreas Weimann,Austria,1817.17,MID,,,,,,30.0,0,Available,1,1,0,96,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,2024-06-25
8068,Maximilian Wöber,Austria,1817.17,MID,,,,,,30.0,0,Available,1,3,0,246,0,0,0.0,2,4,24,101,0.0,0.0,0.7317,1.4634,8.7805,0.8417,0.0,2024-07-02
9731,Patrick Pentz,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,377,0,0,0.0,0,0,11,119,0.0,0.0,0.0,0.0,2.626,0.8207,,2024-07-02
13315,Philipp Mwene,Austria,1817.17,MID,,,,,,30.0,0,Available,1,3,0,194,0,0,0.0,2,1,16,92,0.0,0.0,0.9278,0.4639,7.4227,0.844,0.3333,2024-07-02
39545,Alexander Prass,Austria,1817.17,MID,,,,,,30.0,0,Available,1,4,0,374,0,0,0.0,1,2,15,72,0.0,0.0,0.2406,0.4813,3.6096,0.7826,0.3333,2024-07-02
152512,Leopold Querfeld,Austria,1817.17,MID,,,,,,30.0,0,Available,1,1,0,96,0,0,0.0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.8,,2024-06-25
3289,Romelu Lukaku Menama,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,4,0,362,0,11,1.7512,4,1,9,37,0.4354,0.0,0.9945,0.2486,2.2376,0.6607,0.6667,2024-07-01
3089,Kevin De Bruyne,Belgium,1861.09,MID,35.0,,,Manchester City,9.5,57.0,0,Available,1,4,0,375,1,11,0.8778999999999999,10,0,44,171,0.2107,0.24,2.4,0.0,10.56,0.75,0.625,2024-07-01
52218,Johan Bakayoko,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,2,0,191,0,3,0.2893,2,0,2,18,0.1363,0.0,0.9424,0.0,0.9424,0.8571,,2024-06-26
5633,Yannick Ferreira Carrasco,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,4,0,355,0,6,0.4558,0,1,20,83,0.1156,0.0,0.0,0.2535,5.0704,0.8646,0.6667,2024-07-01
16559,Leandro Trossard,Belgium,1861.09,MID,32.0,,,Brighton,5.0,30.0,0,Available,1,3,0,227,0,4,0.2012,3,0,12,59,0.0798,0.0,1.1894,0.0,4.7577,0.8082,0.0,2024-06-26
23650,Jeremy Doku,Belgium,1861.09,MID,24.0,,,Rennes,5.0,30.0,0,Available,1,4,0,322,0,5,0.2554,8,1,62,94,0.0714,0.0,2.236,0.2795,17.3292,0.8034,0.5714,2024-07-01
2954,Youri Tielemans,Belgium,1861.09,MID,29.0,,,Leicester City,5.0,30.0,0,Available,1,3,0,228,1,4,0.1533999999999999,1,1,10,101,0.0606,0.3947,0.3947,0.3947,3.9474,0.8632,,2024-06-26
12306,Dodi Lukebakio,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,3,0,243,0,3,0.1228,2,0,7,25,0.0455,0.0,0.7407,0.0,2.5926,0.8333,0.3333,2024-07-01
48347,Amadou Onana,Belgium,1861.09,MID,25.0,,,Everton,5.0,30.0,0,Available,1,4,0,371,0,3,0.1676,1,2,30,215,0.0407,0.0,0.2426,0.4852,7.2776,0.911,1.0,2024-07-01
3077,Jan Vertonghen,Belgium,1861.09,MID,39.0,,,Anderlecht,5.0,30.0,0,Available,1,3,0,269,0,1,0.1049,0,1,15,194,0.0351,0.0,0.0,0.3346,5.0186,0.9327,,2024-07-01
43913,Arthur Theate,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,3,0,259,0,2,0.0139,2,3,29,166,0.0048,0.0,0.695,1.0425,10.0772,0.8513,,2024-07-01
6989,Timothy Castagne,Belgium,1861.09,MID,31.0,,,Leicester City,5.0,30.0,0,Available,1,4,0,367,0,0,0.0,0,1,25,183,0.0,0.0,0.0,0.2452,6.1308,0.8356,0.6667,2024-07-01
8240,Koen Casteels,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,4,0,368,0,0,0.0,0,0,8,118,0.0,0.0,0.0,0.0,1.9565,0.8194,,2024-07-01
8854,Wout Faes,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,4,0,361,0,0,0.0,0,3,53,252,0.0,0.0,0.0,0.7479,13.2133,0.878,1.0,2024-07-01
8950,Orel Mangala,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,4,0,333,0,0,0.0,1,3,7,65,0.0,0.0,0.2703,0.8108,1.8919,0.9559,0.0,2024-07-01
16275,Ikoma Loïs Openda,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,3,0,252,0,0,0.0,1,1,1,3,0.0,0.0,0.3571,0.3571,0.3571,0.4286,,2024-07-01
32688,Charles De Ketelaere,Belgium,1861.09,MID,25.0,,,Milan,5.0,30.0,0,Available,1,1,0,92,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,2024-07-01
114832,Zeno Debast,Belgium,1861.09,MID,,,,,,30.0,0,Available,1,2,0,189,0,0,0.0,1,1,19,95,0.0,0.0,0.4762,0.4762,9.0476,0.8962,,2024-06-22
21315,Bruno Miranda Villagomez,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,158,1,1,0.4246,0,0,2,18,0.2419,0.5696,0.0,0.0,1.1392,0.7826,,2024-07-02
336796,Miguel Ángel Terceros,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,3,0,239,0,7,0.3176,0,1,17,54,0.1196,0.0,0.0,0.3766,6.4017,0.9,0.5714,2024-07-02
113732,Gabriel Alejandro Villamíl Cortéz,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,3,0,246,0,3,0.1526,2,4,12,104,0.0558,0.0,0.7317,1.4634,4.3902,0.8525,1.0,2024-07-02
47055,Roberto Carlos Fernández Toro,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,119,0,1,0.0267,1,2,8,38,0.0202,0.0,0.7563,1.5126,6.0504,0.6129,0.5,2024-06-28
113995,Ramiro Vaca Ponce,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,3,0,243,0,1,0.0265,2,1,11,54,0.0098,0.0,0.7407,0.3704,4.0741,0.7397,,2024-07-02
37070,Luis Fernando Haquín Lopez,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,3,0,280,0,1,0.0267,0,4,16,118,0.0086,0.0,0.0,1.2857,5.1429,0.8613,,2024-07-02
113717,Carmelo Algarañaz Añez,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,3,0,267,0,2,0.0118,0,2,3,17,0.004,0.0,0.0,0.6742,1.0112,0.7727,0.75,2024-07-02
113715,Fernando Javier Saucedo Pereyra,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,184,0,1,0.0074,1,0,9,34,0.0036,0.0,0.4891,0.0,4.4022,0.7727,0.5,2024-07-02
28949,Boris Cespedes,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,156,0,0,0.0,0,1,9,77,0.0,0.0,0.0,0.5769,5.1923,0.9506,,2024-07-02
40037,Jaume Cuéllar Mendoza,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,1,0,91,0,0,0.0,0,0,1,3,0.0,0.0,0.0,0.0,0.989,0.6,0.0,2024-06-28
47057,Guillermo Viscarra Bruckner,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,3,0,271,0,0,0.0,0,0,2,43,0.0,0.0,0.0,0.0,0.6642,0.5658,,2024-07-02
47131,Leonel Justiniano Arauz,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,139,0,0,0.0,0,0,5,37,0.0,0.0,0.0,0.0,3.2374,0.8043,,2024-07-02
113712,Rodrigo Luis Ramallo Cornejo,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,1,0,93,0,0,0.0,1,0,2,9,0.0,0.0,0.9677,0.0,1.9355,0.8182,0.0,2024-06-23
113730,César Alejandro Menacho Claros,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,1,0,46,0,0,0.0,0,1,0,8,0.0,0.0,0.0,1.9565,0.0,0.8889,,2024-06-23
113734,Lucas Leónidas Chávez Cruz,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,186,0,0,0.0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.875,,2024-07-02
114003,José Manuel Sagredo Chávez,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,3,0,276,0,0,0.0,2,5,14,106,0.0,0.0,0.6522,1.6304,4.5652,0.8618,0.25,2024-07-02
114004,Jesús Manuel Sagredo Chávez,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,1,0,91,0,0,0.0,0,0,2,18,0.0,0.0,0.0,0.0,1.978,0.72,,2024-06-23
223769,Marcelo Sebastián Suárez Justiniano,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,185,0,0,0.0,0,2,9,50,0.0,0.0,0.0,0.973,4.3784,0.7692,0.5,2024-07-02
232736,Diego Daniel Medina Roman,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,133,0,0,0.0,0,2,0,14,0.0,0.0,0.0,1.3534,0.0,0.875,0.0,2024-06-28
367353,Yomar Rene Rocha Rodriguez,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,135,0,0,0.0,1,2,5,32,0.0,0.0,0.6667,1.3333,3.3333,0.7442,0.25,2024-07-02
398462,Adalid Terrazas Abasto,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,2,0,187,0,0,0.0,0,0,5,31,0.0,0.0,0.0,0.0,2.4064,0.9118,0.0,2024-07-02
398489,Héctor Manuel Cuellar Rosales,Bolivia,1709.89,MID,,,,,,30.0,0,Available,1,3,0,276,0,0,0.0,0,5,26,106,0.0,0.0,0.0,1.6304,8.4783,0.7737,0.3333,2024-07-02
22600,Lucas Tolentino Coelho de Lima,Brazil,1930.75,MID,,,,,,45.0,0,Available,1,4,0,304,1,11,2.2131,3,3,10,112,0.6552,0.2961,0.8882,0.8882,2.9605,0.7724,0.3333,2024-07-07
29976,Gabriel Teodoro Martinelli Silva,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,2,0,219,1,1,0.7835,0,0,3,12,0.322,0.411,0.0,0.0,1.2329,0.8,0.5,2024-07-07
18395,Vinícius José Paixão de Oliveira Júnior,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,3,0,251,2,4,0.7318,5,0,38,49,0.2624,0.7171,1.7928,0.0,13.6255,0.7313,0.3478,2024-07-03
25104,Rodrygo Silva de Goes,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,327,0,10,0.9033,5,4,42,87,0.2486,0.0,1.3761,1.1009,11.5596,0.7699,0.3333,2024-07-07
6846,Andreas Hoelgebaum Pereira,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,3,0,307,1,2,0.8245,0,0,2,10,0.2417,0.2932,0.0,0.0,0.5863,0.4348,,2024-07-07
6574,Douglas Luiz Soares de Paulo,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,3,0,310,0,1,0.7835,0,0,7,32,0.2275,0.0,0.0,0.0,2.0323,0.9143,,2024-07-07
10595,Raphael Dias Belloli,Brazil,1930.75,MID,,,,,,30.0,0,Available,1,4,0,336,1,8,0.8367,4,2,24,72,0.2241,0.2679,1.0714,0.5357,6.4286,0.6667,0.5455,2024-07-07
